,Point_0,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Point_100,Point_101,Point_102,Point_103,Point_104,Point_105,Point_106,Point_107,Point_108,Point_109,Point_110,Point_111,Point_112,Point_113,Point_114,Point_115,Point_116,Point_117,Point_118,Point_119,Point_120,Point_121,Point_122,Point_123,Point_124
Point_85,2122.5,3054.7,2067.5,2346.4,2238.4,2162.8,2029.7,1499.1,1308.5,1977.5,1781.4,1891.8,2174.2,3231.1,2253.7,2780.1,1595.6,2456.3,1496.5,1901.5,2180.7,1743.2,1679.8,1447.6,1533.5,1335.4,1671.5,1773.7,2849.8,3375.7,1041.3,768.7,1151.3,2225.1,252.6,502.7,568.7,778.5,695.0,334.9,503.8,1315.9,1068.7,1431.8,1650.9,1781.1,1564.1,1850.1,1629.1,2234.1,1372.1,1532.8,1666.6,1462.9,1953.6,1980.1,1846.2,1490.4,1687.1,2033.9,1544.7,1781.6,1859.1,1739.3,903.6,853.4,741.3,887.4,1213.7,1746.9,1110.4,953.8,1231.8,1099.9,1269.6,2447.9,1086.9,2573.4,1271.4,1166.2,741.8,788.5,421.6,207.3,681.6,0.0,2228.4,940.4,1056.2,2341.2,2269.0,1740.9,1567.4,1024.3,600.6,1830.7,2549.1,2969.3,2821.6,2349.1,2116.2,2411.6,1807.1,1716.6,1972.9,2226.6,1330.8,1879.8,2698.3,2413.3,1909.8,2158.1,2069.6,2550.4,2422.6,2848.6,2317.0,2675.9,1466.0,2652.1,2383.6,2183.9,2891.8,2534.9,2987.2
Point_86,2626.1,4761.2,2571.1,2849.9,2742.0,2666.4,2533.3,2447.4,2256.9,2481.1,2285.0,2728.2,2677.7,3480.8,2757.3,2923.2,2099.2,2959.9,2332.9,2405.0,2684.3,2246.8,2183.3,2284.1,2247.6,2171.9,2507.9,2610.2,4556.2,3625.4,576.7,709.4,1371.3,1760.6,1313.6,1563.7,1629.7,1839.5,2571.6,1395.9,1564.8,3044.6,2797.4,1378.7,1186.4,1316.6,1510.9,1385.6,1164.6,441.3,907.6,429.3,1202.0,998.4,1489.1,1515.6,1381.7,1025.8,1222.6,1569.3,1491.5,1317.0,1394.5,1578.8,2233.5,1004.2,892.0,745.9,749.2,1282.3,899.2,1173.8,1451.8,2318.7,1489.6,1814.8,1306.9,1940.3,2229.6,2334.9,994.8,2348.5,769.3,983.6,509.4,1191.0,0.0,2001.4,2175.4,2187.0,2772.5,1276.4,1102.9,2393.9,853.7,1366.2,3847.2,4267.3,4119.6,4055.5,3633.0,4118.1,2310.6,2220.2,2476.5,3524.6,1817.1,2383.4,3996.4,1922.0,2413.3,3819.7,3776.0,4256.8,3939.4,4395.6,3615.0,4382.4,1969.6,4358.6,3681.6,3890.4,4598.2,3832.9,4693.7
Point_87,1842.7,2775.0,1787.8,2066.6,1958.6,1883.1,1749.9,1219.4,1028.8,1697.8,1501.6,1612.0,1894.4,2951.3,1973.9,2500.4,1315.9,2176.6,1216.7,1621.7,1901.0,1463.5,1400.0,1167.8,1253.8,1055.7,1391.7,1494.0,2570.0,3096.0,2218.6,1579.2,1640.1,3562.7,692.1,437.7,450.2,161.9,442.4,848.8,624.8,413.0,291.3,2613.8,2806.1,2675.8,2481.6,3041.4,2820.4,3425.3,2563.4,2473.2,4117.3,2654.2,3830.2,3982.5,4296.9,2681.6,2940.8,2961.9,2726.7,2970.8,2932.3,2748.0,623.8,1795.4,1906.9,2050.0,2118.9,2938.1,1969.0,1694.4,1416.3,820.2,2010.3,2168.2,1827.5,2293.6,1463.5,1116.5,1552.2,738.8,1232.1,1017.8,1492.0,940.4,3419.6,0.0,1006.4,2061.5,1989.2,2932.1,2352.4,974.6,1411.1,3539.1,2269.4,2689.5,2541.8,2069.3,1836.4,2131.9,1527.3,1436.8,1693.2,1946.8,1051.0,1600.1,2418.6,2133.5,1630.0,1878.4,1789.8,2270.6,2142.8,2568.8,2037.2,2396.2,1186.3,2372.4,2103.8,1904.2,2612.0,2255.2,2707.5
Point_88,1291.8,2224.0,1236.8,1515.6,1407.7,1332.1,1067.2,780.2,589.7,1146.8,950.7,1061.1,1211.7,2573.3,1291.2,2122.3,764.9,1625.6,665.7,1070.7,1350.0,780.7,849.0,616.9,702.8,504.7,840.8,943.0,2019.0,2718.0,1667.6,1606.5,1089.1,3011.7,1050.2,1304.6,947.2,975.5,695.0,893.5,696.2,1168.1,920.9,2062.8,2255.1,2124.9,1930.6,2490.4,2269.4,2874.4,2012.4,3736.5,3566.3,2103.2,3279.2,3431.5,3745.9,2130.7,2389.8,2410.9,2175.7,2419.8,2381.4,2197.1,357.0,1244.4,1355.9,1499.0,1568.0,2387.2,1418.0,1143.4,865.4,442.1,1459.3,1617.2,1276.6,1742.7,235.5,130.2,1421.7,267.6,1347.8,1133.5,1806.6,1056.2,2868.7,980.8,0.0,1510.5,1438.2,2381.2,1801.5,182.1,1496.6,2988.1,1718.4,2138.6,1990.9,1518.3,1285.4,1580.9,976.3,885.9,1142.2,1395.8,500.0,1049.1,1867.6,1582.5,1079.0,1327.4,1238.8,1719.6,1591.8,2017.9,1486.3,1845.2,635.3,1821.4,1552.8,1353.2,2061.0,1704.2,2156.5
Point_89,1217.9,2150.2,1163.0,1441.8,1333.8,1258.3,1125.1,1054.3,863.7,1073.0,876.8,1335.1,1269.6,2072.6,1349.1,1515.1,691.1,1551.8,939.8,996.9,1276.2,838.7,775.2,890.9,976.8,778.7,1114.8,1217.1,1945.2,2217.3,1591.6,1530.5,1013.1,2243.4,1505.2,1759.6,1430.6,1458.9,1178.4,1348.5,1179.6,1651.5,1404.3,859.5,1051.8,921.6,1162.3,2414.4,2193.4,2798.3,1936.4,3660.4,2798.0,2027.1,2510.9,2663.2,2977.6,1383.2,1186.5,1253.3,972.4,1216.5,1201.0,1167.0,840.4,1168.4,1279.9,1423.0,1491.9,2311.1,1342.0,1067.4,789.3,925.5,697.3,372.2,880.1,237.3,836.5,941.7,1345.7,955.4,1599.5,1821.3,1730.6,1743.9,2792.6,1464.2,782.3,0.0,124.0,2305.1,1039.5,1000.7,1420.5,2219.8,950.1,1370.2,1222.5,1027.2,735.9,1507.1,902.5,812.0,1068.4,627.5,424.0,975.3,1099.3,264.9,361.5,922.7,1165.0,1645.8,1042.3,1498.6,717.9,1771.4,561.5,1747.6,784.5,1279.4,1987.2,935.9,2082.7
Point_90,1145.6,2077.9,1090.7,1369.5,1261.5,1186.0,1052.9,982.0,791.4,1000.7,804.6,1262.8,1197.3,2000.3,1276.8,1442.8,618.8,1479.5,867.5,924.6,1203.9,766.4,702.9,818.6,904.5,706.4,1042.5,1144.8,1872.9,2145.0,1519.3,1458.2,940.8,2865.6,1432.9,1687.3,1358.3,1386.6,1106.1,1276.2,1107.3,1579.2,1332.0,983.6,1175.8,1045.6,1784.5,2342.1,2121.1,2726.0,1864.1,3588.1,3420.2,1954.9,3133.1,3285.4,3599.8,1982.3,1310.5,1377.3,1096.4,1340.5,1325.0,1291.1,768.1,1096.1,1207.6,1350.7,1419.6,2238.8,1269.7,995.1,717.0,853.2,821.4,496.2,1128.2,361.3,764.2,869.4,1273.4,883.1,1527.2,1749.0,1658.3,1671.7,2720.3,1391.9,710.0,124.0,0.0,2232.8,1163.5,928.4,1348.2,2842.0,1572.3,1992.4,1844.7,1372.2,1139.3,1434.8,830.2,739.8,996.1,1249.7,351.7,903.0,1721.5,389.0,289.2,1181.3,1092.7,1573.5,1445.7,1871.7,1340.1,1699.1,489.2,1675.3,1406.7,1207.1,1914.9,1558.1,2010.4
Point_91,2833.5,3765.7,3448.2,3727.0,3619.0,3434.1,3944.6,3873.8,3683.2,3358.2,3696.3,4154.6,4089.1,4357.8,4168.6,4334.6,3510.5,3655.4,3759.3,3282.1,3561.4,3658.1,3594.7,3710.4,3796.3,3598.2,3934.3,4036.5,3560.8,4502.5,1414.7,1547.4,2209.3,765.2,2151.6,2401.7,2467.7,2677.5,3997.9,2233.9,3999.1,4471.0,4223.8,954.7,762.4,892.7,1086.9,875.2,654.2,1259.2,383.4,2121.3,206.6,278.0,493.6,520.1,386.2,532.7,729.4,1076.2,1067.6,823.9,901.4,1085.7,3659.9,1842.2,1730.0,1583.9,1587.2,772.0,1737.2,2011.8,2289.8,3745.0,1021.1,1346.3,1203.8,1471.8,3656.0,3761.2,1832.8,3774.9,1607.3,1821.6,1347.4,2029.0,1253.5,4283.7,3601.7,2966.4,3399.0,0.0,678.9,3820.2,1691.7,686.7,2851.7,3271.8,3124.1,3060.1,2637.5,3122.7,3187.7,2861.7,2683.9,2529.1,3243.5,3025.0,3000.9,2701.4,3039.8,2824.3,2780.6,3261.4,2943.9,3400.2,2619.5,3386.9,3381.0,3363.1,2686.1,2894.9,3602.8,2837.5,3698.2
Point_92,1368.9,2301.2,2055.4,2334.2,2226.2,1969.6,2017.6,1931.7,1741.1,1893.6,1769.3,2212.5,2162.0,2965.0,2241.5,2407.5,1583.5,2190.9,1817.2,1889.3,2096.8,1731.1,1667.6,1768.3,1731.9,1656.1,1992.2,2094.5,2096.2,3109.7,1318.5,1451.2,690.5,1154.0,2055.4,2305.5,2371.5,2581.3,2055.8,2137.7,2057.1,2528.9,2281.7,487.2,276.1,406.3,600.6,779.0,558.0,1162.9,301.0,2025.1,595.4,391.8,882.5,909.0,775.1,419.2,410.8,784.0,600.1,505.2,582.7,794.7,1717.8,949.2,870.5,1487.7,1491.0,675.8,932.6,658.0,936.1,1802.9,342.2,667.3,524.9,792.8,1713.9,1819.2,1150.8,1832.8,1511.1,1725.4,1251.1,1932.8,1157.3,2341.6,1659.7,1039.5,1163.5,669.8,0.0,1878.1,1011.2,759.6,1387.1,1807.3,1659.6,1464.3,1173.0,1658.1,1794.9,1397.2,1219.4,1064.6,1301.4,1560.4,1536.3,774.6,1575.3,1359.7,1316.0,1796.8,1479.4,1935.6,1155.0,1922.4,1453.9,1898.6,1221.6,1430.4,2138.2,1372.9,2233.7
Point_93,1432.9,2365.1,1377.9,1656.8,1548.8,1473.2,1340.1,809.5,618.9,1287.9,1091.8,1202.2,1484.6,2541.5,1564.1,2090.5,906.0,1766.7,806.9,1211.8,1491.1,1053.6,990.1,758.0,843.9,645.8,981.9,1084.1,2160.2,2686.1,1808.8,1747.6,1230.2,3152.8,1018.4,1272.8,915.3,943.7,663.2,861.7,664.4,1136.3,889.1,2203.9,2396.2,2266.0,2071.7,2631.5,2410.5,3015.5,2153.6,3877.6,3707.4,2244.3,3420.3,3572.6,3887.0,2271.8,2530.9,2552.0,2316.8,2560.9,2522.5,2338.2,325.2,1385.6,1497.0,1640.1,1709.1,2528.3,1559.1,1284.5,1006.5,410.3,1600.4,1758.3,1417.7,1883.8,327.6,222.4,1562.8,235.8,1316.0,1101.7,1947.7,1024.3,3009.8,949.0,182.1,1651.6,1579.4,2522.3,1942.6,0.0,1637.7,3129.2,1859.5,2279.7,2132.0,1659.5,1426.6,1722.0,1117.5,1027.0,1283.3,1537.0,641.2,1190.2,2008.7,1723.6,1220.2,1468.5,1379.9,1860.8,1733.0,2159.0,1627.4,1986.3,776.4,1962.5,1694.0,1494.3,2202.2,1845.3,2297.6
Point_94,1805.5,2737.7,1750.5,2029.3,1921.3,1845.8,1712.7,1626.8,1436.2,1660.5,1464.4,1907.6,1857.1,2660.1,1936.7,2102.6,1278.6,2139.3,1512.3,1584.4,1863.7,1426.2,1362.7,1463.4,1427.0,1351.3,1687.3,1789.6,2532.7,2804.8,455.9,168.1,550.7,1887.8,723.2,973.4,1039.4,1249.2,1165.7,805.5,974.4,2224.0,1976.8,831.2,1313.6,893.2,963.4,1512.8,1291.8,1896.7,1034.8,2758.8,1329.2,1125.6,1616.3,1642.8,1508.9,1153.0,1349.8,1225.0,944.1,1444.2,1172.7,1138.7,1412.9,252.8,140.6,286.8,659.7,1409.5,509.7,353.1,631.2,1498.1,669.0,994.2,486.3,1119.6,1409.0,1514.3,141.1,1527.9,179.0,393.3,344.3,600.6,1891.1,1411.1,1354.8,1366.3,1951.9,1403.6,1230.1,1573.3,0.0,1493.4,2232.1,2652.2,2504.5,2032.0,1799.1,2094.6,1490.0,1399.6,1655.9,1909.5,996.5,1562.8,2381.3,1101.4,1592.7,1841.1,1752.5,2233.3,2105.5,2531.5,2000.0,2358.9,1149.0,2335.1,2066.5,1866.9,2574.7,2217.9,2670.2
Point_95,2733.7,3665.9,3348.4,3627.2,3519.2,3334.3,3844.8,3773.9,3583.4,3258.3,3596.5,4054.8,3989.3,4258.0,4068.8,4234.7,3410.7,3555.6,3659.4,3182.3,3461.6,3558.3,3494.9,3610.6,3696.5,3498.4,3834.4,3936.7,3460.9,4402.7,1520.9,1653.6,1280.2,665.3,2257.8,2507.9,2573.9,4178.6,3898.1,2340.1,3899.3,4371.1,4123.9,769.7,577.5,707.7,902.0,981.4,760.4,1365.4,489.6,2227.5,501.5,580.4,564.6,241.5,321.9,340.4,442.8,395.8,676.7,549.3,534.6,609.7,3560.0,1948.4,1836.2,1690.1,1693.4,878.2,1843.4,1247.8,2396.0,3645.2,931.9,1257.1,1114.7,1382.6,3556.1,3661.4,1939.0,3675.1,1713.6,1927.8,1453.6,2135.2,1359.7,4183.9,3501.9,2866.5,3299.2,858.4,785.2,3720.4,1797.9,0.0,2751.9,3172.0,3024.3,2960.2,2537.7,3022.8,3087.9,2761.9,2584.1,2429.3,3143.7,2925.2,2901.1,2601.6,2940.0,2724.4,2680.7,3161.5,2844.1,3300.3,2519.7,3287.1,3281.1,3263.3,2586.3,2795.1,3503.0,2737.6,3598.4
Point_96,817.2,1606.2,1431.9,1710.7,1602.7,1204.4,1928.4,1857.5,1666.9,1341.9,1680.1,2138.3,2072.8,2341.5,2152.4,2318.3,1494.3,1495.9,1743.0,1265.8,1545.1,1641.9,1578.4,1694.1,1780.0,1581.9,1918.0,2020.3,1401.3,2486.2,2394.8,2333.7,1816.3,2114.4,2308.4,2562.8,2233.8,2262.1,1981.6,2151.7,1982.8,2454.7,2207.5,1165.5,1357.7,1227.5,1033.2,3469.8,3248.8,3853.7,2978.0,4715.9,2668.9,2872.6,2381.8,2534.2,2848.6,3127.3,1492.4,1513.5,1278.3,1522.4,1484.0,1299.7,1643.6,1971.6,2083.1,2226.2,2295.1,3366.6,2145.2,1870.6,1592.5,1728.7,1045.0,719.8,1227.7,845.3,1639.7,1745.0,2148.9,1758.6,2402.7,2624.5,2533.8,2547.2,3848.1,2267.4,1585.5,950.1,1382.7,2875.5,1387.1,1803.9,2223.7,2090.7,0.0,577.8,430.1,722.3,431.0,963.1,1171.4,845.5,667.7,322.6,1227.2,1008.7,96.0,685.2,1023.5,617.7,621.1,1101.9,445.0,706.1,232.1,1227.4,1364.7,1203.6,273.6,735.4,1443.3,143.4,1538.7
Point_97,1237.4,980.3,1005.2,1210.1,1160.5,859.5,1349.0,2277.6,2087.1,1340.9,2100.2,2558.5,1493.4,1841.0,1573.0,1738.9,1914.4,869.9,2163.1,1264.8,1218.4,2062.0,1998.6,2114.3,2200.2,2002.1,2338.2,2440.4,775.3,1985.6,2815.0,2753.8,2236.4,2534.5,2728.6,2983.0,2653.9,2682.3,2401.8,2571.9,2403.0,2874.9,2627.6,1585.6,1777.9,1647.6,1453.4,3889.9,3669.0,4273.9,3398.2,5136.0,3089.1,3292.7,2802.0,2954.3,3268.7,3547.4,1912.6,1933.7,1698.5,1942.6,1904.1,1719.9,2063.7,2391.8,2503.2,2646.3,2715.3,3786.7,2565.3,2290.7,2012.7,2148.9,1465.1,1140.0,1647.8,1265.4,2059.9,2165.1,2569.0,2178.8,2822.9,3044.7,2953.9,2967.3,4268.2,2687.6,2005.6,1370.2,1802.9,3295.6,1807.3,2224.1,2643.9,2510.9,577.8,0.0,274.5,619.5,851.1,834.8,1170.5,1265.6,1087.8,742.7,1647.4,1428.9,483.2,1105.3,1443.7,1037.9,1041.2,698.1,458.6,213.2,652.3,601.5,1784.8,409.7,693.8,877.9,551.0,434.4,912.7
Point_98,1089.7,1169.8,1063.2,1342.1,1234.1,984.1,1307.0,2129.9,1939.4,973.2,1142.0,2410.8,1451.4,1972.9,1531.0,1696.9,1766.7,1059.5,2015.4,897.2,1176.4,1914.3,1850.9,1966.6,2052.5,1854.4,2190.4,2292.7,964.8,2117.6,2667.2,2606.1,2088.7,2386.8,2580.9,2835.3,2506.2,2534.5,2254.1,2424.2,2255.3,2727.1,2479.9,1437.9,1630.2,1499.9,1305.7,3742.2,3521.2,4126.2,3250.5,4988.3,2941.4,3145.0,2654.3,2806.6,3121.0,3399.7,1764.9,1786.0,1550.8,1794.9,1756.4,1572.1,1916.0,2244.1,2355.5,2498.6,2567.6,3639.0,2417.6,2143.0,1865.0,2001.2,1317.4,992.2,1500.1,1117.7,1912.1,2017.4,2421.3,2031.1,2675.2,2897.0,2806.2,2819.6,4120.5,2539.9,1857.9,1222.5,1655.2,3147.9,1659.6,2076.4,2496.2,2363.1,430.1,274.5,0.0,345.1,490.5,535.3,802.8,1117.9,940.1,595.0,1499.7,640.0,470.2,957.6,1296.0,449.6,624.6,881.5,184.1,402.8,504.6,791.0,1637.1,599.2,546.1,515.1,740.5,286.7,1102.3
Point_99,605.0,1040.9,718.2,997.0,889.0,639.1,961.9,1661.0,1470.4,628.2,797.0,1146.8,1106.4,1627.8,1185.9,1351.9,1297.8,930.5,1546.5,552.1,831.4,875.3,1381.9,1497.6,1583.6,1385.4,1721.5,1069.6,835.9,1772.5,2198.3,2137.2,1619.8,2324.9,2111.9,2366.4,2037.3,2065.6,1785.1,1955.2,1786.4,2258.2,2011.0,1376.0,1568.3,1438.1,1243.8,3680.4,3459.4,4064.3,3188.6,4926.4,2879.5,3083.1,2592.4,2744.7,3059.1,3337.9,1703.0,1724.1,1488.9,1733.0,1694.6,1510.3,1447.1,1775.1,1886.6,2029.7,2098.6,3577.1,1948.7,1674.1,1396.0,1532.2,1122.1,797.0,1807.2,922.4,1443.2,1548.5,1952.4,1562.1,2206.3,2428.0,2337.3,2350.7,4058.6,2070.9,1389.0,1258.5,1186.2,3086.1,1464.3,1607.4,2027.2,2301.3,722.3,619.5,345.1,0.0,269.9,190.2,457.7,546.1,455.4,399.7,1030.7,295.0,871.5,762.3,827.0,104.6,276.2,536.5,161.0,834.7,490.1,662.1,1168.2,638.3,489.3,170.0,877.9,708.1,973.3
Point_100,292.8,1175.3,808.3,1087.1,979.1,773.5,1052.0,1643.3,1452.8,718.3,887.1,1924.1,1196.5,1717.9,1276.0,1442.0,1280.1,1065.0,1528.8,642.2,921.5,1427.7,1364.2,1480.0,1565.9,1367.8,1703.8,1806.1,970.3,1862.6,2180.6,2119.5,1602.1,1900.2,2094.3,2348.7,2019.6,2047.9,1767.5,1937.6,1768.7,2240.5,1993.3,951.3,1143.6,1013.3,819.1,3255.6,3034.6,3639.6,2763.9,4501.7,2454.7,2658.4,2167.7,2320.0,2634.4,2913.1,1278.2,1299.4,1064.2,1308.3,1269.8,1085.5,1429.4,1757.4,1868.9,2012.0,2081.0,3152.4,1931.0,1656.4,1378.4,1514.6,830.8,505.6,1013.5,631.1,1425.5,1530.8,1934.7,1544.4,2188.6,2410.3,2319.6,2333.0,3633.9,2053.2,1371.3,735.9,1168.6,2661.3,1173.0,1589.8,2009.6,1876.5,431.0,851.1,490.5,291.3,0.0,532.2,547.8,631.3,143.3,108.4,1013.0,385.1,580.2,471.0,809.4,186.7,190.1,670.9,306.4,969.1,198.8,796.5,1150.5,772.7,198.0,304.5,1012.3,416.7,1107.8
Point_101,667.5,827.7,780.8,873.6,951.6,522.9,1024.5,1723.6,1533.0,690.8,859.6,1209.4,1169.0,1504.4,1248.5,1414.4,1360.4,717.4,1609.1,614.7,894.0,937.9,1444.5,1560.2,1646.1,1448.0,1784.1,1132.2,622.7,1649.0,2260.9,2199.8,1682.4,2387.5,2174.5,2428.9,2099.9,2128.2,1847.7,2017.8,1848.9,2320.8,2073.6,1438.6,1630.9,1500.6,1306.4,3742.9,3522.0,4126.9,3251.2,4989.0,2942.1,3145.7,2655.0,2807.3,3121.7,3400.4,1765.6,1786.7,1551.5,1795.6,1757.1,1572.9,1509.7,1837.7,1949.2,2092.3,2161.2,3639.7,2011.3,1736.7,1458.6,1594.8,1318.1,993.0,1869.8,1118.4,1505.8,1611.0,2015.0,1624.7,2268.8,2490.6,2399.9,2413.2,4121.2,2133.5,1451.6,1321.1,1248.8,3148.6,1660.3,1670.0,2089.8,2363.9,963.1,834.8,535.3,190.2,532.2,0.0,520.3,711.5,518.0,640.6,1093.3,357.6,1112.3,958.3,889.6,513.7,342.1,142.8,351.2,621.5,731.0,448.9,1230.8,425.1,730.2,227.7,664.7,948.9,760.2
Point_102,680.8,857.5,260.5,539.3,431.3,355.8,504.2,1302.0,1111.5,170.5,339.3,689.1,648.7,1170.1,728.2,894.2,525.1,557.7,723.7,94.4,373.7,417.6,441.7,581.5,495.6,1026.5,676.5,611.9,652.5,1314.8,1839.4,1778.2,1260.8,2400.8,1753.0,2007.4,1678.3,1706.7,1426.2,1596.3,1427.4,1899.3,1652.0,1451.9,1644.2,1513.9,1319.6,3756.2,3535.2,4140.2,3264.4,5002.3,2955.3,3159.0,2668.2,2820.6,3135.0,3413.7,1778.8,1799.9,1564.7,1808.8,1770.4,1586.1,1088.1,1416.2,1527.6,1670.7,1739.7,3653.0,1589.7,1315.1,1037.1,1173.3,1331.4,1006.2,1448.3,1131.7,1084.3,1189.5,1593.4,1203.2,1847.3,2069.1,1978.3,1991.7,4134.5,1712.0,1030.0,899.6,827.3,3161.9,1673.5,1248.5,1668.3,2377.1,1107.4,1527.6,802.8,457.7,558.6,520.3,0.0,274.9,531.2,784.9,671.8,162.7,1256.6,971.6,468.1,540.1,368.5,659.0,618.7,957.2,875.3,784.6,809.2,760.8,941.9,292.6,1000.4,1093.2,1095.9
Point_103,405.9,1338.1,586.5,865.3,757.3,572.4,830.2,1027.1,836.6,496.4,849.7,1308.0,974.7,1496.1,1054.2,1220.1,663.9,739.7,912.6,420.4,699.7,811.5,748.1,863.8,949.7,751.6,1087.6,1189.9,1133.2,1640.8,1564.4,1503.3,985.9,2125.9,1478.1,1732.5,1403.4,1431.8,1151.3,1321.4,1152.5,1624.3,1377.1,1177.0,1369.2,1239.0,1044.7,3481.3,3260.3,3865.2,2989.5,4727.4,2680.4,2884.1,2393.3,2545.7,2860.1,3138.8,1503.9,1525.0,1289.8,1533.9,1495.5,1311.2,813.2,1141.3,1252.7,1395.8,1464.8,3378.1,1314.8,1040.2,762.2,898.4,1056.5,731.3,1173.4,856.8,809.3,914.6,1318.5,928.3,1572.4,1794.2,1703.4,1716.8,3859.6,1437.1,755.1,624.7,552.4,2887.0,1398.6,973.6,1393.4,2102.2,832.5,1252.7,1105.0,632.5,399.6,695.0,326.0,0.0,256.3,510.0,396.9,163.3,981.7,696.7,193.2,441.5,353.0,833.8,706.0,1132.0,600.4,959.3,534.3,935.5,667.0,467.3,1175.2,818.3,1270.6
Point_104,149.6,1504.6,1187.1,1465.9,1357.9,1173.0,1683.5,1612.7,1422.1,1097.1,1435.2,1893.5,1828.0,2096.7,1907.5,2073.5,1249.5,1394.3,1498.2,1021.0,1300.3,1397.1,1333.6,1449.3,1535.2,1337.1,1673.2,1775.4,1299.7,2241.4,2150.0,2088.9,1571.5,1869.5,2063.6,2318.0,1988.9,2017.3,1736.8,1906.9,1738.0,2209.9,1962.7,920.6,1112.9,982.7,788.4,3225.0,3004.0,3608.9,2733.2,4471.0,2424.1,2627.8,2137.0,2289.3,2603.7,2882.5,1247.6,1268.7,1033.5,1277.6,1239.2,1054.9,1398.8,1726.8,1838.3,1981.4,2050.3,3121.7,1900.4,1625.8,1347.7,1483.9,800.1,475.0,982.9,600.5,1394.9,1500.1,1904.1,1513.8,2157.9,2379.7,2289.0,2302.3,3603.2,2022.6,1340.6,705.3,1137.9,2630.7,1142.3,1559.1,1978.9,1845.9,576.2,996.4,848.7,434.6,143.3,861.6,926.6,600.6,0.0,253.7,982.4,763.9,725.4,440.3,778.7,330.0,519.5,1000.3,449.7,1124.7,344.1,1125.9,1119.9,1102.1,410.6,633.8,1341.7,562.0,1437.1
Point_105,494.7,1283.7,1109.3,1388.2,1280.2,881.9,1605.8,1534.9,1344.4,1019.3,1357.5,1815.7,1750.3,2019.0,1829.8,1995.7,1171.7,1173.4,1420.4,943.3,1222.5,1319.3,1255.9,1371.6,1457.5,1259.4,1595.4,1697.7,1078.7,2163.7,2072.2,2011.1,1493.7,1791.8,1985.9,2240.3,1911.2,1939.5,1659.1,1829.2,1660.3,2132.1,1884.9,842.9,1035.2,904.9,710.7,3147.2,2926.2,3531.2,2655.5,4393.3,2346.3,2550.0,2059.3,2211.6,2526.0,2804.7,1169.8,1191.0,955.8,1199.9,1161.4,977.1,1321.0,1649.0,1760.5,1903.6,1972.6,3044.0,1822.6,1548.0,1270.0,1406.2,722.4,397.2,905.1,522.7,1317.1,1422.4,1826.3,1436.0,2080.2,2301.9,2211.2,2224.6,3525.5,1944.8,1262.9,627.5,1060.2,2552.9,1064.6,1481.4,1901.2,1768.1,322.6,742.7,595.0,399.7,108.4,640.6,848.9,522.9,345.1,0.0,904.6,686.1,471.8,362.6,701.0,295.1,298.5,779.3,414.8,871.0,90.4,904.9,1042.1,881.1,157.0,412.9,1120.7,308.3,1216.2
Point_106,808.9,1741.2,754.0,1032.8,924.8,849.3,716.1,630.3,439.7,664.0,467.8,911.1,860.6,1663.6,940.1,1106.1,282.1,1142.8,515.8,587.9,867.2,429.7,366.2,466.9,552.8,354.7,690.8,793.1,1536.2,1808.3,1167.6,1106.5,589.1,2528.9,1081.2,1335.6,1006.6,1034.9,754.4,924.5,755.6,1227.5,980.3,1580.0,1772.3,1642.0,1447.8,1990.4,1769.4,2374.3,1512.4,3236.4,1806.8,1603.1,2796.4,2948.7,3263.1,1630.6,1906.9,1928.1,1692.9,1937.0,1898.5,1714.2,416.4,744.4,855.9,999.0,1067.9,1887.1,918.0,643.4,365.3,501.5,959.2,1134.3,776.5,1259.8,412.5,517.7,921.7,531.4,1175.5,1389.8,1306.6,1319.9,2368.6,1040.2,358.3,1027.7,955.4,1881.1,1301.4,576.7,996.5,2505.2,1235.6,1655.7,1508.0,1035.5,802.6,1098.1,493.5,403.0,659.4,913.0,0.0,566.3,1384.8,1099.7,596.2,844.6,756.0,1236.8,1109.0,1535.0,1003.4,1362.4,152.5,1338.6,1070.0,870.4,1578.2,1221.4,1673.7
